Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,USD_MSRP,Packaging,Availability,wanted,owned,rating,theme_grp,review_num,query_id,adjust_coef,adj_USD_MSRP
10127,NHL All Teams Set,2003,Sports,Hockey,59.0,0.0,http://images.brickset.com/sets/images/10127-1.jpg,9.0,Box,Retail,95.0,122.0,4,Modern day,1,10127-1,0.753491725381,11.9443912877
10128,Train Level Crossing,2003,World City,Trains,327.0,2.0,http://images.brickset.com/sets/images/10128-1.jpg,50.0,Box,LEGO exclusive,1333.0,892.0,4,Modern day,5,10128-1,0.753491725381,66.3577293761
10129,Rebel Snowspeeder,2003,Star Wars,Ultimate Collector Series,1455.0,0.0,http://images.brickset.com/sets/images/10129-1.jpg,130.0,Box,Retail - limited,4024.0,1497.0,4.2,Licensed,5,10129-1,0.753491725381,172.530096378
3427,NBA Slam Dunk,2003,Sports,Basketball,53.0,1.0,http://images.brickset.com/sets/images/3427-1.jpg,8.0,Box,Retail,168.0,636.0,2.66666666666667,Modern day,3,3427-1,0.753491725381,10.6172367002
3428,One vs One Action,2003,Sports,Basketball,39.0,2.0,http://images.brickset.com/sets/images/3428-1.jpg,10.0,Box,Retail,157.0,440.0,3.25,Modern day,4,3428-1,0.753491725381,13.2715458752
3429,Ultimate Defense,2003,Sports,Basketball,82.0,2.0,http://images.brickset.com/sets/images/3429-1.jpg,15.0,Box,Retail,153.0,431.0,3.33333333333333,Modern day,3,3429-1,0.753491725381,19.9073188128
3430,Spin & Shoot,2003,Sports,Basketball,71.0,2.0,http://images.brickset.com/sets/images/3430-1.jpg,12.6873,Box,Retail,152.0,246.0,0,Modern day,0,3430-1,0.753491725381,16.8380083983
3431,Street Ball 2 vs 2,2003,Sports,Basketball,186.0,4.0,http://images.brickset.com/sets/images/3431-1.jpg,20.0,Box,Retail,217.0,885.0,4.2,Modern day,5,3431-1,0.753491725381,26.5430917504
3432,NBA Challenge,2003,Sports,Basketball,451.0,10.0,http://images.brickset.com/sets/images/3432-1.jpg,50.0,Box,Retail,221.0,751.0,5,Modern day,3,3432-1,0.753491725381,66.3577293761
3433,The Ultimate NBA Arena,2003,Sports,Basketball,491.0,10.0,http://images.brickset.com/sets/images/3433-1.jpg,80.0,Box,Retail,338.0,460.0,5,Modern day,4,3433-1,0.753491725381,106.172367002
3440,NBA Jam Session Co-Pack,2003,Sports,Basketball,70.0,2.0,http://images.brickset.com/sets/images/3440-1.jpg,20.0,Box,Retail,142.0,129.0,4,Modern day,1,3440-1,0.753491725381,26.5430917504
3535,Skateboard Street Park,2003,Sports,Gravity Games,69.0,1.0,http://images.brickset.com/sets/images/3535-1.jpg,10.0,Box,Retail,307.0,611.0,3.66666666666667,Modern day,3,3535-1,0.753491725381,13.2715458752
3536,Snowboard Big Air Comp,2003,Sports,Gravity Games,82.0,1.0,http://images.brickset.com/sets/images/3536-1.jpg,15.0,Box,Retail,329.0,497.0,3.5,Modern day,4,3536-1,0.753491725381,19.9073188128
3537,Skateboard Vert Park Challenge,2003,Sports,Gravity Games,88.0,2.0,http://images.brickset.com/sets/images/3537-1.jpg,20.0,Box,Retail,323.0,482.0,0,Modern day,0,3537-1,0.753491725381,26.5430917504
3538,Snowboard Boarder Cross Race,2003,Sports,Gravity Games,195.0,2.0,http://images.brickset.com/sets/images/3538-1.jpg,30.0,Box,Retail,372.0,617.0,4.44444444444444,Modern day,9,3538-1,0.753491725381,39.8146376257
3540,Puck Passer,2003,Sports,Hockey,44.0,0.0,http://images.brickset.com/sets/images/3540-1.jpg,8.0,Box,Retail,81.0,408.0,3,Modern day,3,3540-1,0.753491725381,10.6172367002
3541,Slap Shot,2003,Sports,Hockey,45.0,0.0,http://images.brickset.com/sets/images/3541-1.jpg,8.0,Box,Retail,75.0,437.0,3,Modern day,4,3541-1,0.753491725381,10.6172367002
3543,Slammer Goalie,2003,Sports,Hockey,45.0,0.0,http://images.brickset.com/sets/images/3543-1.jpg,8.0,Box,Retail,79.0,410.0,3.33333333333333,Modern day,3,3543-1,0.753491725381,10.6172367002
3544,Game Set,2003,Sports,Hockey,154.0,0.0,http://images.brickset.com/sets/images/3544-1.jpg,15.0,Box,Retail,82.0,234.0,5,Modern day,1,3544-1,0.753491725381,19.9073188128
3545,Puck Feeder,2003,Sports,Hockey,152.0,0.0,http://images.brickset.com/sets/images/3545-1.jpg,19.0373,Box,Retail,79.0,209.0,1,Modern day,2,3545-1,0.753491725381,25.265440029
3548,Slam Dunk Trainer,2003,Sports,Basketball,19.0,1.0,http://images.brickset.com/sets/images/3548-1.jpg,4.0,Box,Retail,141.0,451.0,4,Modern day,3,3548-1,0.753491725381,5.30861835009
3549,Practice Shooting,2003,Sports,Basketball,17.0,1.0,http://images.brickset.com/sets/images/3549-1.jpg,4.0,Box,Retail,128.0,585.0,3.33333333333333,Modern day,3,3549-1,0.753491725381,5.30861835009
3550,Jump and Shoot,2003,Sports,Basketball,17.0,1.0,http://images.brickset.com/sets/images/3550-1.jpg,4.0,Box,Retail,128.0,450.0,3.2,Modern day,5,3550-1,0.753491725381,5.30861835009
3557,Blue Player and Goal,2003,Sports,Hockey,33.0,0.0,http://images.brickset.com/sets/images/3557-1.jpg,4.0,Box,Retail,70.0,238.0,2,Modern day,1,3557-1,0.753491725381,5.30861835009
3558,Red Player and Goal,2003,Sports,Hockey,33.0,0.0,http://images.brickset.com/sets/images/3558-1.jpg,4.0,Box,Retail,66.0,224.0,2,Modern day,1,3558-1,0.753491725381,5.30861835009
3559,Red and Blue Player,2003,Sports,Hockey,40.0,0.0,http://images.brickset.com/sets/images/3559-1.jpg,4.0,Box,Retail,66.0,182.0,4.5,Modern day,2,3559-1,0.753491725381,5.30861835009
3560,NBA Collectors # 1,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3560-1.jpg,8.0,Box,Retail,189.0,461.0,4.25,Modern day,4,3560-1,0.753491725381,10.6172367002
3561,NBA Collectors # 2,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3561-1.jpg,8.0,Box,Retail,210.0,578.0,3.33333333333333,Modern day,3,3561-1,0.753491725381,10.6172367002
3562,NBA Collectors # 3,2003,Sports,Basketball,13.0,3.0,http://images.brickset.com/sets/images/3562-1.jpg,8.0,Box,Retail,191.0,492.0,2.5,Modern day,2,3562-1,0.753491725381,10.6172367002
3563,NBA Collectors # 4,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3563-1.jpg,8.0,Box,Retail,187.0,523.0,2.33333333333333,Modern day,3,3563-1,0.753491725381,10.6172367002
3564,NBA Collectors # 5,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3564-1.jpg,8.0,Box,Retail,185.0,475.0,3,Modern day,1,3564-1,0.753491725381,10.6172367002
3565,NBA Collectors # 6,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3565-1.jpg,8.0,Box,Retail,188.0,432.0,5,Modern day,1,3565-1,0.753491725381,10.6172367002
3566,NBA Collectors # 7,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3566-1.jpg,8.0,Box,Retail,191.0,432.0,0,Modern day,0,3566-1,0.753491725381,10.6172367002
3567,NBA Collectors # 8,2003,Sports,Basketball,12.0,3.0,http://images.brickset.com/sets/images/3567-1.jpg,8.0,Box,Retail,191.0,382.0,5,Modern day,1,3567-1,0.753491725381,10.6172367002
3584,Rapid Return,2003,Sports,Basketball,47.0,1.0,http://images.brickset.com/sets/images/3584-1.jpg,8.0,Box,Retail,153.0,241.0,4,Modern day,3,3584-1,0.753491725381,10.6172367002
3585,Snowboard Super Pipe,2003,Sports,Gravity Games,227.0,2.0,http://images.brickset.com/sets/images/3585-1.jpg,50.0,Box,Retail,338.0,252.0,3.5,Modern day,4,3585-1,0.753491725381,66.3577293761
4023,Fun and Adventure,2003,Creator,No_Subtheme,55.0,1.0,http://images.brickset.com/sets/images/4023-1.jpg,4.0,Box,Retail,61.0,108.0,0,Basic,0,4023-1,0.753491725381,5.30861835009
4024,Advent Calendar,2003,Creator,Seasonal,24.0,0.0,http://images.brickset.com/sets/images/4024-1.jpg,15.0,Box,Retail - limited,164.0,262.0,0,Basic,0,4024-1,0.753491725381,19.9073188128
4048,Mechs,2003,Creator,Designer Set,554.0,0.0,http://images.brickset.com/sets/images/4048-1.jpg,30.0,Box,Retail,276.0,301.0,5,Basic,1,4048-1,0.753491725381,39.8146376257
4090,Motion Madness,2003,Creator,Inventor Set,244.0,0.0,http://images.brickset.com/sets/images/4090-1.jpg,15.0,Box,Retail,188.0,560.0,4.6,Basic,5,4090-1,0.753491725381,19.9073188128
4093,Wild Wind-Up,2003,Creator,Inventor Set,320.0,0.0,http://images.brickset.com/sets/images/4093-1.jpg,25.0,Box,Retail,199.0,547.0,5,Basic,1,4093-1,0.753491725381,33.1788646881
4094,Motor Movers,2003,Creator,Inventor Set,255.0,0.0,http://images.brickset.com/sets/images/4094-1.jpg,40.0,Box,Retail,202.0,683.0,5,Basic,1,4094-1,0.753491725381,53.0861835009
4095,Record and Play,2003,Creator,Inventor Set,345.0,0.0,http://images.brickset.com/sets/images/4095-1.jpg,50.0,Box,Retail,175.0,377.0,4.5,Basic,6,4095-1,0.753491725381,66.3577293761
4096,Micro Wheels,2003,Creator,Designer Set,215.0,0.0,http://images.brickset.com/sets/images/4096-1.jpg,10.0,Box,Retail,155.0,787.0,5,Basic,3,4096-1,0.753491725381,13.2715458752
4097,Mini Robots,2003,Creator,Designer Set,229.0,0.0,http://images.brickset.com/sets/images/4097-1.jpg,10.0,Box,Retail,189.0,876.0,4.8,Basic,5,4097-1,0.753491725381,13.2715458752
4098,High Flyers,2003,Creator,Designer Set,197.0,0.0,http://images.brickset.com/sets/images/4098-1.jpg,10.0,Box,Retail,166.0,704.0,5,Basic,5,4098-1,0.753491725381,13.2715458752
4099,Robobots,2003,Creator,Designer Set,325.0,0.0,http://images.brickset.com/sets/images/4099-1.jpg,20.0,Box,Retail,199.0,782.0,4.33333333333333,Basic,6,4099-1,0.753491725381,26.5430917504
4100,Maximum Wheels,2003,Creator,Designer Set,299.0,0.0,http://images.brickset.com/sets/images/4100-1.jpg,20.0,Box,Retail,160.0,660.0,4.81818181818182,Basic,11,4100-1,0.753491725381,26.5430917504
4101,Wild Collection,2003,Creator,Designer Set,492.0,0.0,http://images.brickset.com/sets/images/4101-1.jpg,30.0,Box,Retail,255.0,901.0,5,Basic,6,4101-1,0.753491725381,39.8146376257
4401,Little Creations,2003,Creator,Designer Set,110.0,0.0,http://images.brickset.com/sets/images/4401-1.jpg,7.0,Box,Retail,127.0,753.0,4,Basic,3,4401-1,0.753491725381,9.29008211266
4402,Sea Riders,2003,Creator,Designer Set,547.0,0.0,http://images.brickset.com/sets/images/4402-1.jpg,40.0,Box,Retail,339.0,604.0,4,Basic,3,4402-1,0.753491725381,53.0861835009
4403,Air Blazers,2003,Creator,Designer Set,702.0,0.0,http://images.brickset.com/sets/images/4403-1.jpg,50.0,Box,Retail,335.0,532.0,5,Basic,6,4403-1,0.753491725381,66.3577293761
4404,Land Busters,2003,Creator,Designer Set,770.0,0.0,http://images.brickset.com/sets/images/4404-1.jpg,60.0,Box,Retail,487.0,856.0,4.33333333333333,Basic,12,4404-1,0.753491725381,79.6292752513
4475,Jabba's Message,2003,Star Wars,Episode IV-VI,46.0,3.0,http://images.brickset.com/sets/images/4475-1.jpg,7.0,Box,Retail,2140.0,4693.0,4.15217391304348,Licensed,46,4475-1,0.753491725381,9.29008211266
4476,Jabba's Prize,2003,Star Wars,Episode IV-VI,40.0,2.0,http://images.brickset.com/sets/images/4476-1.jpg,7.0,Box,Retail,2255.0,4726.0,4.15909090909091,Licensed,44,4476-1,0.753491725381,9.29008211266
4477,T-16 Skyhopper ,2003,Star Wars,Episode IV-VI,98.0,1.0,http://images.brickset.com/sets/images/4477-1.jpg,15.0,Box,Retail,1742.0,3209.0,4.12,Licensed,25,4477-1,0.753491725381,19.9073188128
4478,Geonosian Fighter,2003,Star Wars,Episode II,170.0,4.0,http://images.brickset.com/sets/images/4478-1.jpg,20.0,Box,Retail,2167.0,3300.0,4.42857142857143,Licensed,42,4478-1,0.753491725381,26.5430917504
4479,TIE Bomber,2003,Star Wars,Episode IV-VI,230.0,1.0,http://images.brickset.com/sets/images/4479-1.jpg,30.0,Box,Retail,2675.0,3811.0,4.41379310344828,Licensed,29,4479-1,0.753491725381,39.8146376257
4480,Jabba's Palace,2003,Star Wars,Episode IV-VI,231.0,6.0,http://images.brickset.com/sets/images/4480-1.jpg,30.0,Box,Retail,2434.0,3490.0,3.83870967741936,Licensed,31,4480-1,0.753491725381,39.8146376257
4481,Hailfire Droid,2003,Star Wars,Episode II,681.0,0.0,http://images.brickset.com/sets/images/4481-1.jpg,50.0,Box,Retail,2199.0,2017.0,4.5,Licensed,20,4481-1,0.753491725381,66.3577293761
4482,AT-TE,2003,Star Wars,Episode II,658.0,4.0,http://images.brickset.com/sets/images/4482-1.jpg,70.0,Box,Retail,2558.0,2238.0,4.17857142857143,Licensed,28,4482-1,0.753491725381,92.9008211266
4483,AT-AT,2003,Star Wars,Episode IV-VI,1068.0,4.0,http://images.brickset.com/sets/images/4483-1.jpg,100.0,Box,Retail,3435.0,3435.0,4.59016393442623,Licensed,61,4483-1,0.753491725381,132.715458752
4511,High Speed Train,2003,World City,Trains,336.0,3.0,http://images.brickset.com/sets/images/4511-1.jpg,90.0,Box,Retail,878.0,1212.0,3.91666666666667,Modern day,12,4511-1,0.753491725381,119.443912877
4512,Cargo Train,2003,World City,Trains,548.0,3.0,http://images.brickset.com/sets/images/4512-1.jpg,140.0,Box,Retail,1114.0,1213.0,4.9,Modern day,10,4512-1,0.753491725381,185.801642253
4513,Grand Central Station,2003,World City,Trains,354.0,5.0,http://images.brickset.com/sets/images/4513-1.jpg,50.0,Box,Retail,1084.0,1128.0,4.33333333333333,Modern day,9,4513-1,0.753491725381,66.3577293761
4514,Cargo Crane,2003,World City,Trains,177.0,2.0,http://images.brickset.com/sets/images/4514-1.jpg,20.0,Box,Retail,991.0,1058.0,4.57142857142857,Modern day,7,4514-1,0.753491725381,26.5430917504
4719,Quality Quidditch Supplies,2003,Harry Potter,Chamber of Secrets,120.0,1.0,http://images.brickset.com/sets/images/4719-1.jpg,10.0,Box,Retail,1107.0,1688.0,3.66666666666667,Licensed,6,4719-1,0.753491725381,13.2715458752
4720,Knockturn Alley,2003,Harry Potter,Chamber of Secrets,209.0,2.0,http://images.brickset.com/sets/images/4720-1.jpg,20.0,Box,Retail,1290.0,1435.0,4.625,Licensed,8,4720-1,0.753491725381,26.5430917504
4850,Spider-Man's first chase,2003,Spider-Man,No_Subtheme,191.0,3.0,http://images.brickset.com/sets/images/4850-1.jpg,20.0,Box,Retail,737.0,874.0,4.28571428571429,Licensed,7,4850-1,0.753491725381,26.5430917504
4851,Spider-Man and Green Goblin -- The origins,2003,Spider-Man,No_Subtheme,218.0,6.0,http://images.brickset.com/sets/images/4851-1.jpg,30.0,Box,Retail,860.0,997.0,4.61538461538462,Licensed,13,4851-1,0.753491725381,39.8146376257
4852,Spider-Man vs. Green Goblin -- The final showdown,2003,Spider-Man,No_Subtheme,360.0,4.0,http://images.brickset.com/sets/images/4852-1.jpg,50.0,Box,Retail,876.0,881.0,4.09090909090909,Licensed,11,4852-1,0.753491725381,66.3577293761
65182,Slammer Stadium,2003,Sports,Product Collection,22.0,0.0,http://images.brickset.com/sets/images/65182-1.jpg,40.0,Box,Retail,85.0,102.0,1.66666666666667,Modern day,3,65182-1,0.753491725381,53.0861835009
7030,Squad Car,2003,World City,Police and Rescue,52.0,1.0,http://images.brickset.com/sets/images/7030-1.jpg,4.0,Box,Retail,485.0,1246.0,3.54545454545455,Modern day,11,7030-1,0.753491725381,5.30861835009
7031,Helicopter,2003,World City,Police and Rescue,88.0,1.0,http://images.brickset.com/sets/images/7031-1.jpg,10.0,Box,Retail,391.0,983.0,3.77777777777778,Modern day,9,7031-1,0.753491725381,13.2715458752
7032,Police 4WD and Undercover Van,2003,World City,Police and Rescue,154.0,2.0,http://images.brickset.com/sets/images/7032-1.jpg,15.0,Box,Retail,443.0,1103.0,4.27272727272727,Modern day,11,7032-1,0.753491725381,19.9073188128
7033,Armoured Car Action,2003,World City,Police and Rescue,181.0,2.0,http://images.brickset.com/sets/images/7033-1.jpg,20.0,Box,Retail,565.0,1169.0,4.35,Modern day,20,7033-1,0.753491725381,26.5430917504
7034,Surveillance Truck,2003,World City,Police and Rescue,261.0,2.0,http://images.brickset.com/sets/images/7034-1.jpg,30.0,Box,Retail,542.0,887.0,4,Modern day,5,7034-1,0.753491725381,39.8146376257
7035,Police HQ,2003,World City,Police and Rescue,422.0,4.0,http://images.brickset.com/sets/images/7035-1.jpg,50.0,Box,Retail,561.0,662.0,4,Modern day,2,7035-1,0.753491725381,66.3577293761
7212,Inflight Sales,2003,Creator,Designer Set,129.0,0.0,http://images.brickset.com/sets/images/7212-1.jpg,10.0,Box,Promotional (Airline),122.0,131.0,0,Basic,0,7212-1,0.753491725381,13.2715458752
7409,Secret of the Tomb,2003,Adventurers,Orient Expedition,42.0,2.0,http://images.brickset.com/sets/images/7409-1.jpg,4.0,Box,Retail,508.0,2144.0,4.0625,Historical,16,7409-1,0.753491725381,5.30861835009
7410,Jungle River,2003,Adventurers,Orient Expedition,64.0,1.0,http://images.brickset.com/sets/images/7410-1.jpg,8.0,Box,Retail,598.0,2200.0,4.77777777777778,Historical,9,7410-1,0.753491725381,10.6172367002
7411,Tygurah's Roar,2003,Adventurers,Orient Expedition,87.0,1.0,http://images.brickset.com/sets/images/7411-1.jpg,10.0,Box,Retail,615.0,2365.0,4,Historical,10,7411-1,0.753491725381,13.2715458752
7412,Yeti's Hideout,2003,Adventurers,Orient Expedition,107.0,1.0,http://images.brickset.com/sets/images/7412-1.jpg,10.0,Box,Retail,717.0,2628.0,4.4375,Historical,16,7412-1,0.753491725381,13.2715458752
7413,Passage of Jun-Chi,2003,Adventurers,Orient Expedition,94.0,1.0,http://images.brickset.com/sets/images/7413-1.jpg,10.0,Box,Retail,646.0,2092.0,4.21428571428571,Historical,14,7413-1,0.753491725381,13.2715458752
7414,Elephant Caravan,2003,Adventurers,Orient Expedition,86.0,3.0,http://images.brickset.com/sets/images/7414-1.jpg,20.0,Box,Retail,917.0,2042.0,4.35714285714286,Historical,14,7414-1,0.753491725381,26.5430917504
7415,Aero Nomad,2003,Adventurers,Orient Expedition,120.0,2.0,http://images.brickset.com/sets/images/7415-1.jpg,20.0,Box,Retail,740.0,2120.0,4.33333333333333,Historical,6,7415-1,0.753491725381,26.5430917504
7416,Emperor's Ship,2003,Adventurers,Orient Expedition,177.0,3.0,http://images.brickset.com/sets/images/7416-1.jpg,20.0,Box,Retail,731.0,1729.0,4.22222222222222,Historical,9,7416-1,0.753491725381,26.5430917504
7417,Temple of Mount Everest,2003,Adventurers,Orient Expedition,292.0,4.0,http://images.brickset.com/sets/images/7417-1.jpg,30.0,Box,Retail,1008.0,1841.0,4.25,Historical,16,7417-1,0.753491725381,39.8146376257
7418,Scorpion Palace,2003,Adventurers,Orient Expedition,341.0,5.0,http://images.brickset.com/sets/images/7418-1.jpg,50.0,Box,Retail,1178.0,1773.0,4.35714285714286,Historical,14,7418-1,0.753491725381,66.3577293761
7419,Dragon Fortress,2003,Adventurers,Orient Expedition,732.0,9.0,http://images.brickset.com/sets/images/7419-1.jpg,90.0,Box,Retail,1273.0,1274.0,4.73529411764706,Historical,34,7419-1,0.753491725381,119.443912877
7420,Thunder Blazer,2003,Adventurers,Orient Expedition,69.0,1.0,http://images.brickset.com/sets/images/7420-1.jpg,8.0,Box,Retail,552.0,1056.0,4.2,Historical,10,7420-1,0.753491725381,10.6172367002
7422,Red Eagle,2003,Adventurers,Orient Expedition,33.0,1.0,http://images.brickset.com/sets/images/7422-1.jpg,4.0,Box,Promotional,420.0,786.0,3.83333333333333,Historical,6,7422-1,0.753491725381,5.30861835009
7424,Black Cruiser,2003,Adventurers,Orient Expedition,28.0,1.0,http://images.brickset.com/sets/images/7424-1.jpg,4.0,Box,Promotional,444.0,957.0,3.8,Historical,5,7424-1,0.753491725381,5.30861835009
7467,International Space Station,2003,Discovery,No_Subtheme,162.0,0.0,http://images.brickset.com/sets/images/7467-1.jpg,15.0,Box,Retail - limited,726.0,1201.0,4.16666666666667,Modern day,6,7467-1,0.753491725381,19.9073188128
7468,Saturn V Moon Mission,2003,Discovery,No_Subtheme,178.0,0.0,http://images.brickset.com/sets/images/7468-1.jpg,20.0,Box,Retail - limited,719.0,937.0,4.66666666666667,Modern day,3,7468-1,0.753491725381,26.5430917504
7469,Mission To Mars,2003,Discovery,No_Subtheme,418.0,0.0,http://images.brickset.com/sets/images/7469-1.jpg,30.0,Box,Retail - limited,602.0,790.0,4.75,Modern day,4,7469-1,0.753491725381,39.8146376257
7470,Space Shuttle Discovery-STS-31,2003,Discovery,No_Subtheme,828.0,0.0,http://images.brickset.com/sets/images/7470-1.jpg,50.0,Box,Retail - limited,991.0,1236.0,4.7,Modern day,10,7470-1,0.753491725381,66.3577293761
7471,Mars Exploration Rover,2003,Discovery,No_Subtheme,870.0,0.0,http://images.brickset.com/sets/images/7471-1.jpg,90.0,Box,Retail - limited,658.0,801.0,4.4,Modern day,5,7471-1,0.753491725381,119.443912877
8350,Pro Stunt,2003,Racers,Drome Racers,30.0,0.0,http://images.brickset.com/sets/images/8350-1.jpg,4.0,Box,Retail,104.0,423.0,4.75,Racing,4,8350-1,0.753491725381,5.30861835009
8353,Slammer Rhino,2003,Racers,Drome Racers,220.0,0.0,http://images.brickset.com/sets/images/8353-1.jpg,20.0,Box,Retail,95.0,221.0,5,Racing,1,8353-1,0.753491725381,26.5430917504
8354,Exo Force Bike,2003,Racers,Drome Racers,101.0,0.0,http://images.brickset.com/sets/images/8354-1.jpg,10.0,Box,Retail,140.0,692.0,4,Racing,2,8354-1,0.753491725381,13.2715458752
8355,H.O.T. Blaster Bike,2003,Racers,Drome Racers,88.0,0.0,http://images.brickset.com/sets/images/8355-1.jpg,10.0,Box,Retail,129.0,671.0,4,Racing,1,8355-1,0.753491725381,13.2715458752
8356,Jungle Monster,2003,Racers,Drome Racers,116.0,1.0,http://images.brickset.com/sets/images/8356-1.jpg,15.0,Box,Retail,162.0,456.0,4.5,Racing,2,8356-1,0.753491725381,19.9073188128
8357,Zonic Strike,2003,Racers,Drome Racers,107.0,1.0,http://images.brickset.com/sets/images/8357-1.jpg,15.0,Box,Retail,140.0,399.0,5,Racing,1,8357-1,0.753491725381,19.9073188128
8358,Off-Roader,2003,Racers,Drome Racers,26.0,0.0,http://images.brickset.com/sets/images/8358-1.jpg,4.0,Box,Retail,105.0,536.0,3.5,Racing,2,8358-1,0.753491725381,5.30861835009
8359,Desert Racer,2003,Racers,Drome Racers,27.0,0.0,http://images.brickset.com/sets/images/8359-1.jpg,4.0,Box,Retail,105.0,521.0,3,Racing,4,8359-1,0.753491725381,5.30861835009
8360,Track Racer,2003,Racers,Drome Racers,24.0,0.0,http://images.brickset.com/sets/images/8360-1.jpg,4.0,Box,Retail,95.0,549.0,3.5,Racing,2,8360-1,0.753491725381,5.30861835009
8363,Baja Desert Racers,2003,Racers,Drome Racers,322.0,0.0,http://images.brickset.com/sets/images/8363-1.jpg,40.0,Box,Retail,107.0,104.0,0,Racing,0,8363-1,0.753491725381,53.0861835009
8364,Multi-Challenge Race Track,2003,Racers,Drome Racers,638.0,0.0,http://images.brickset.com/sets/images/8364-1.jpg,90.0,Box,Retail,308.0,267.0,4,Racing,3,8364-1,0.753491725381,119.443912877
8365,Tuneable Racer,2003,Racers,Drome Racers,196.0,0.0,http://images.brickset.com/sets/images/8365-1.jpg,70.0,Box,Retail,123.0,126.0,4,Racing,1,8365-1,0.753491725381,92.9008211266
8366,Supersonic RC,2003,Racers,Drome Racers,429.0,0.0,http://images.brickset.com/sets/images/8366-1.jpg,130.0,Box,Retail,387.0,309.0,5,Racing,3,8366-1,0.753491725381,172.530096378
8370,Nitro Stunt Bike,2003,Racers,Drome Racers,92.0,0.0,http://images.brickset.com/sets/images/8370-1.jpg,10.0,Box,Retail,122.0,521.0,4,Racing,3,8370-1,0.753491725381,13.2715458752
8371,Extreme Power Bike,2003,Racers,Drome Racers,98.0,0.0,http://images.brickset.com/sets/images/8371-1.jpg,10.0,Box,Retail,146.0,586.0,4,Racing,2,8371-1,0.753491725381,13.2715458752
8374,Williams F1 Team Racer,2003,Racers,Williams F1,98.0,1.0,http://images.brickset.com/sets/images/8374-1.jpg,13.0,Box,Retail,287.0,324.0,4.2,Racing,5,8374-1,0.753491725381,17.2530096378
8376,Hot Flame RC Car,2003,Racers,Drome Racers,257.0,0.0,http://images.brickset.com/sets/images/8376-1.jpg,80.0,Box,Retail - limited,177.0,200.0,4,Racing,2,8376-1,0.753491725381,106.172367002
8438,Pneumatic Crane Truck,2003,Technic,No_Subtheme,848.0,0.0,http://images.brickset.com/sets/images/8438-1.jpg,85.0,Box,Retail,475.0,383.0,4.8,Technical,5,8438-1,0.753491725381,112.808139939
8441,Fork-Lift Truck,2003,Technic,No_Subtheme,70.0,0.0,http://images.brickset.com/sets/images/8441-1.jpg,6.0,Box,Retail,262.0,890.0,4.75,Technical,4,8441-1,0.753491725381,7.96292752513
8451,Dump Truck,2003,Technic,No_Subtheme,183.0,0.0,http://images.brickset.com/sets/images/8451-1.jpg,20.0,Box,Retail,314.0,754.0,4.5,Technical,2,8451-1,0.753491725381,26.5430917504
8453,Front-End Loader,2003,Technic,No_Subtheme,214.0,0.0,http://images.brickset.com/sets/images/8453-1.jpg,20.0,Box,Retail,327.0,993.0,3.8,Technical,5,8453-1,0.753491725381,26.5430917504
8454,Rescue Truck,2003,Technic,No_Subtheme,639.0,0.0,http://images.brickset.com/sets/images/8454-1.jpg,70.0,Box,Retail,544.0,681.0,4.75,Technical,4,8454-1,0.753491725381,92.9008211266
8455,Back-Hoe,2003,Technic,No_Subtheme,704.0,0.0,http://images.brickset.com/sets/images/8455-1.jpg,100.0,Box,Retail,1028.0,1860.0,4.70833333333333,Technical,24,8455-1,0.753491725381,132.715458752
8599,Krana-Kal,2003,Bionicle,Accessories,5.0,0.0,http://images.brickset.com/sets/images/8599-1.jpg,2.0,Box,Not specified,374.0,279.0,5,Constraction,1,8599-1,0.753491725381,2.65430917504
10020,Santa Fe Super Chief,2002,Trains,9 V,435.0,2.0,http://images.brickset.com/sets/images/10020-1.jpg,40.0,Box,LEGO exclusive,1406.0,1941.0,4.78571428571429,Modern day,14,10020-1,0.741511206948,53.9438913737
10022,Santa Fe Cars - Set II,2002,Trains,9 V,411.0,0.0,http://images.brickset.com/sets/images/10022-1.jpg,35.0,Box,LEGO exclusive,1131.0,1080.0,4.33333333333333,Modern day,3,10022-1,0.741511206948,47.200904952
10024,Red Baron,2002,Advanced Models,Aircraft,664.0,0.0,http://images.brickset.com/sets/images/10024-1.jpg,50.0,Box,Retail - limited,1136.0,1013.0,4.6,Model making,5,10024-1,0.741511206948,67.4298642172
10025,Santa Fe Cars - Set I,2002,Trains,9 V,326.0,0.0,http://images.brickset.com/sets/images/10025-1.jpg,35.0,Box,LEGO exclusive,1084.0,1133.0,5,Modern day,2,10025-1,0.741511206948,47.200904952
10030,Imperial Star Destroyer,2002,Star Wars,Ultimate Collector Series,3096.0,0.0,http://images.brickset.com/sets/images/10030-1.jpg,269.99,Box,Retail - limited,5593.0,2880.0,4.68571428571429,Licensed,35,10030-1,0.741511206948,364.1077808
